country_code,country,year,health_expenditure_gdp,life_expectancy,gdp_per_capita,log_gdp_per_capita,region
USA,United States,2009,8.7039138558024,78,47194.950089,10.762042176210016,North America
USA,United States,2010,8.81693271468655,78.44,48642.631209,10.792255610756705,North America
USA,United States,2011,8.78782158018811,78.66,50024.881232,10.820275785276202,North America
USA,United States,2012,8.63174797510759,78.24,51708.394061,10.853375408265183,North America
USA,United States,2013,8.59171804445024,78.64,53297.38629,10.88364257124048,North America
USA,United States,2014,8.85828559258865,78.74,55153.394018,10.91787356436556,North America
USA,United States,2015,9.11514074883848,78.84,56849.469792,10.948162172697195,North America
USA,United States,2016,9.29550808565853,78.94,57976.628204,10.967795246317552,North America
USA,United States,2017,9.27091438448713,78.74,60047.719073,11.00289484298989,North America
YEM,"Yemen, Rep.",2011,1.54245272059982,63.38,1186.475006,7.0787420103357785,Middle East & North Africa
YEM,"Yemen, Rep.",2012,1.60370664089919,65.03,1245.050683,7.126931517307157,Middle East & North Africa
ZAF,South Africa,2008,3.73708996408758,51,6184.754743,8.729842630523795,Sub-Saharan Africa
ZAF,South Africa,2009,3.91377617940405,54,6374.7056,8.760093188568122,Sub-Saharan Africa
ZAF,South Africa,2010,3.9916878217235,51.48,7973.471958,8.983875305282112,Sub-Saharan Africa
ZAF,South Africa,2011,4.12914136770536,51.62,8646.055711,9.064858508764532,Sub-Saharan Africa
ZAF,South Africa,2012,4.26643477919518,52.08,8076.976785,8.996772921227445,Sub-Saharan Africa
ZAF,South Africa,2013,4.39970387457475,52.61,7331.654674,8.899956509377978,Sub-Saharan Africa
ZAF,South Africa,2014,4.45158777253196,56.1,6856.731371,8.832986130638306,Sub-Saharan Africa
ZAF,South Africa,2015,4.60731823453394,56.74,6112.273825,8.718054131053545,Sub-Saharan Africa
ZAF,South Africa,2016,3.83372758587725,57.18,5651.205852,8.639624226501326,Sub-Saharan Africa
ZAF,South Africa,2017,4.60276082565622,57.44,6618.335083,8.797599119263866,Sub-Saharan Africa
